交互检查规则,,,,,,,,,,,,,,,
导出规则,,,,,,,,,,,,,,,
分类,,,,,,,,,,,,,,,
表头,编号,对话内容,对话人物,对话人物名称,正在说话任务,下个对话,人物站位,位置偏移值,配音ID,屏幕坐标,介绍,场景,特殊,,断章对话
,992,我连忙用簪子拆了他的上衣，随意用伤药在他腰腹上糊了糊，糊弄过去算完。,,旁白,0,"(993,)",,,,3,,1004,,,
,993,他有着一头金发，一看便知不是本国人。由此可见，他说来刺杀太子，也并非不可能。,,旁白,0,"(994,)",,,,3,,1004,,,
,994,这什么破事儿啊……,,玩家,-1,"(995,)",,,,3,,1004,,,
,995,为今之计，还是走为上策！,,旁白,0,,,,,3,,1004,,,
6-5-（60）姬燕来,996,南姑娘？,"(40024,)",雁北归,40024,"(997,)","(2,)","(-356,)",,3,,1004,,,
,997,……雁大人？,"(40024,)",玩家,-1,"(998,)","(2,)","(-356,)",,3,,1004,,,
,998,果然是姑娘，我还当是我眼花了。,"(40024,)",雁北归,40024,"(999,)","(2,)","(-356,)",,3,,1004,,,
,999,姑娘怎会在此？,"(40024,)",雁北归,40024,"(1000,)","(2,)","(-356,)",,3,,1004,,,
,1000,我奉国师之令，将一物交与长风别院之主……只是这长风别院也不知是怎么回事，走了半天也不见人影。,"(40024,)",玩家,-1,"(1001,)","(2,)","(-356,)",,3,,1004,,,
,1001,倒是慢待姑娘了。,"(40024,)",雁北归,40024,"(1002,)","(2,)","(-356,)",,3,,1004,,,
,1002,是何物？交予我吧。,"(40024,)",雁北归,40024,"(1003,)","(2,)","(-356,)",,3,,1004,,,
,1003,………………,"(40024,)",玩家,-1,"(1004,)","(2,)","(-356,)",,3,,1004,,,
,1004,不是国师令你将一物交予我么？怎生迟疑了？,"(40024,)",雁北归,40024,"(1005,)","(2,)","(-356,)",,3,,1004,,,
,1005,……奴婢见过太子殿下。,"(40024,)",玩家,-1,"(1006,)","(2,)","(-356,)",,3,,1004,,,
,1006,呀……你知道了？,"(40024,)",雁北归,40024,"(1007,)","(2,)","(-356,)",,3,,1004,,,
,1007,这……奴婢虽知您身份高贵，却未曾想过您就是太子殿下。,"(40024,)",玩家,-1,"(1008,)","(2,)","(-356,)",,3,,1004,,,
,1008,你不是早有猜测了吗？不必多礼。,"(40024,)",雁北归,40024,"(1009,)","(2,)","(-356,)",,3,,1004,,,
,1009,本宫还欠你一条命呢。,"(40024,)",姬燕来,40024,"(1010,)","(2,)","(-356,)",,3,,1004,,,
,1010,大雁南飞复北归，原来又是在这儿等着我。,"(40024,)",旁白,0,"(1011,)","(2,)","(-356,)",,3,,1004,,,
,1011,这对父子怎生这么喜欢玩这种藏名的游戏？,"(40024,)",旁白,0,"(1012,)","(2,)","(-356,)",,3,,1004,,,
,1012,奴婢不敢。,"(40024,)",玩家,-1,"(1013,)","(2,)","(-356,)",,3,,1004,,,
,1013,不必自称‘奴婢’，许你自称‘我’。,"(40024,)",姬燕来,40024,"(1014,)","(2,)","(-356,)",,3,,1004,,,
,1014,多谢殿下。,"(40024,)",玩家,-1,"(1015,)","(2,)","(-356,)",,3,,1004,,,
,1015,东西呢？,"(40024,)",姬燕来,40024,"(1016,)","(2,)","(-356,)",,3,,1004,,,
,1016,…………,"(40024,)",玩家,-1,"(1017,)","(2,)","(-356,)",,3,,1004,,,
,1017,要糟，东西给扔那刺客那儿了！,"(40024,)",旁白,0,"(1018,)","(2,)","(-356,)",,3,,1004,,,
,1018,我有一事禀报殿下！,"(40024,)",玩家,-1,"(1019,)","(2,)","(-356,)",,3,,1004,,,
,1019,何事？,"(40024,)",姬燕来,40024,,"(2,)","(-356,)",,3,,1004,,,
6-6（61）姬燕来,1020,有刺客闯入了长风别院，方才……,"(40024,)",玩家,-1,"(1021,)","(2,)","(-356,)",,3,,1004,,,
,1021,方才还杀了一个婢女，带走了你？,"(40024,)",姬燕来,40024,"(1022,)","(2,)","(-356,)",,3,,1004,,,
,1022,……太子怎生知道？,"(40024,)",玩家,-1,"(1023,)","(2,)","(-356,)",,3,,1004,,,
,1023,你进了我的宅子，我自然是知晓的。,"(40024,)",姬燕来,40024,"(1024,)","(2,)","(-356,)",,3,,1004,,,
,1024,你别害怕。,"(40024,)",姬燕来,40024,"(1025,)","(2,)","(-356,)",,3,,1004,,,
,1025,我将那刺客带到了后院回廊那边的假山，方才他昏过去了我便逃了出来。,"(40024,)",玩家,-1,"(1026,)","(2,)","(-356,)",,3,,1004,,,
,1026,本以为殿下是旁人，多一事不如少一事，糊弄过去算了。,"(40024,)",玩家,-1,"(1027,)","(2,)","(-356,)",,3,,1004,,,
,1027,多谢你。,"(40024,)",姬燕来,40024,"(1028,)","(2,)","(-356,)",,3,,1004,,,
,1028,太子殿下挥了挥手，我只见几道黑影闪了过去。,"(40024,)",旁白,0,"(1029,)","(2,)","(-356,)",,3,,1004,,,
,1029,太子殿下似是心情很好，眉目之间舒展了开来。,"(40024,)",旁白,0,"(1030,)","(2,)","(-356,)",,3,,1004,,,
,1030,如此，你又救了本宫一命。,"(40024,)",姬燕来,40024,"(1031,)","(2,)","(-356,)",,3,,1004,,,
,1031,殿下客气了，我怎么敢居这个功。,"(40024,)",玩家,-1,"(1032,)","(2,)","(-356,)",,3,,1004,,,
,1032,本宫记在心上便是，姑娘不必介怀。,"(40024,)",姬燕来,40024,"(1033,)","(2,)","(-356,)",,3,,1004,,,
,1033,国师让你给本宫何物？早些交予本宫，也好回观星台交差。,"(40024,)",姬燕来,40024,"(1034,)","(2,)","(-356,)",,3,,1004,,,
,1034,……殿下赎罪，方才一时慌乱，落在刺客那儿了。,"(40024,)",玩家,-1,"(1035,)","(2,)","(-356,)",,3,,1004,,,
,1035,呵呵……无妨，想来也不过是些无聊之物。,"(40024,)",姬燕来,40024,"(1036,)","(2,)","(-356,)",,3,,1004,,,
,1036,……哎？,"(40024,)",玩家,-1,"(1037,)","(2,)","(-356,)",,3,,1004,,,
,1037,今日未曾吓到你罢？,"(40024,)",姬燕来,40024,"(1038,)","(2,)","(-356,)",,3,,1004,,,
,1038,多谢殿下关心。,"(40024,)",玩家,-1,"(1039,)","(2,)","(-356,)",,3,,1004,,,
,1039,今日让你遇到这等事情，本宫着实愧疚，改日定当补偿于你。今日你也累了，本宫让人送你回去。,"(40024,)",姬燕来,40024,"(1040,)","(2,)","(-356,)",,3,,1004,,,
,1040,多谢殿下。,"(40024,)",玩家,-1,,"(2,)","(-356,)",,3,,1004,,,
6-7-（62）青湖,1041,小姐，您回来了！,"(40021,)",青湖,40021,"(1042,)","(2,)","(-356,)",,1,,1005,,,
,1042,我没有带桂花糖炒栗子！也没有带酒酿圆子！,"(40021,)",玩家,-1,"(1043,)","(2,)","(-356,)",,1,,1005,,,
,1043,……,"(40021,)",青湖,40021,"(1044,)","(2,)","(-356,)",,1,,1005,,,
,1044,……呜……,"(40021,)",青湖,40021,"(1045,)","(2,)","(-356,)",,1,,1005,,,
,1045,但是我带了云片糕！,"(40021,)",玩家,-1,"(1046,)","(2,)","(-356,)",,1,,1005,,,
,1046,小姐最棒了！！！,"(40021,)",青湖,40021,"(1047,)","(2,)","(-356,)",,1,,1005,,,
,1047,拿去吃吧。,"(40021,)",玩家,-1,"(1048,)","(2,)","(-356,)",,1,,1005,,,
,1048,……噤声！,"(40021,)",玩家,-1,"(1049,)","(2,)","(-356,)",,1,,1005,,,
,1049,……唔！,"(40021,)",青湖,40021,"(1050,)","(2,)","(-356,)",,1,,1005,,,
,1050,殿下，此物如何处理？,"(40001,40014,)",北斗,40014,"(1051,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1051,烧了吧。,"(40001,40014,)",长雍君,40001,"(1052,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1052,莫让南学士知晓此事。,"(40001,40014,)",长雍君,40001,"(1053,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1053,是。,"(40001,40014,)",北斗,40014,"(1054,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1054,……恕卑下斗胆一问。,"(40001,40014,)",北斗,40014,"(1055,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1055,恩？,"(40001,40014,)",长雍君,40001,"(1056,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1056,殿下为何要杀荀流芳？还特意传播流言嫁祸给了南学士？,"(40001,40014,)",北斗,40014,"(1057,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1057,这一切……都是星星注定的轨迹。,"(40001,40014,)",长雍君,40001,"(1058,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1058,我只不过让他提前发生了而已，又有何错？,"(40001,40014,)",长雍君,40001,"(1059,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1059,……可是……,"(40001,40014,)",北斗,40014,"(1060,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1060,北斗，你今日问的有些多了。,"(40001,40014,)",长雍君,40001,"(1061,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1061,是，属下告退。,"(40001,40014,)",北斗,40014,"(1062,)","(1,3,)","(-356,-356,)",,2,,1005,,,
,1062,呜呜呜！这！……,"(40021,)",青湖,40021,"(1063,)","(2,)","(-309,)",,1,,1005,,,
,1063,……闭嘴！,"(40021,)",玩家,-1,"(1064,)","(2,)","(-309,)",,1,,1005,,,
,1064,就当我们没有看到！什么都没有！一个字儿都不许提！听见没有！,"(40021,)",玩家,-1,"(1065,)","(2,)","(-309,)",,1,,1005,,,
,1065,一会儿便传信给我爹，让他尽快将我弄出去！,"(40021,)",玩家,-1,"(1066,)","(2,)","(-309,)",,1,,1005,,,
,1066,知道了吗？,"(40021,)",玩家,-1,"(1067,)","(2,)","(-309,)",,1,,1005,,,
,1067,是，小姐！青湖知道了！,"(40021,)",青湖,40021,"(1068,)","(2,)","(-309,)",,1,,1005,,,
,1068,殿下，人已经跑了。,"(40024,40030,)",要离,40030,"(1069,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1069,跑了？算了，随他去。,"(40024,40030,)",姬燕来,40024,"(1070,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1070,可是……,"(40024,40030,)",要离,40030,"(1071,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1071,想要本宫这条命的不知凡几，既然想要，那就让他们来。,"(40024,40030,)",姬燕来,40024,"(1072,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1072,能拿走，是他们的本事。,"(40024,40030,)",姬燕来,40024,"(1073,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1073,是，殿下。,"(40024,40030,)",要离,40030,,"(1,3,)","(-356,-356,)",,2,,1004,,,
,1074,你回来了？,"(40001,)",长雍君,40001,"(1075,)","(2,)","(-356,)",,2,,1004,,,
,1075,正是，见过殿下。殿下与北斗在说什么呢？老远便看见你们在讲话。,"(40001,)",玩家,-1,"(1076,)","(2,)","(-309,)",,2,,1004,,,
,1076,无他，一些小事罢了。,"(40001,)",长雍君,40001,"(1077,)","(2,)","(-356,)",,2,,1004,,,
,1077,今日出去……,"(40001,)",长雍君,40001,"(1078,)","(2,)","(-356,)",,2,,1004,,,
,1078,殿下神机妙算，果然又遇到了一些事儿。,"(40001,)",玩家,-1,"(1079,)","(2,)","(-309,)",,2,,1004,,,
,1079,我今早观你面相，乃是有惊无险之相，应是无事才是。,"(40001,)",长雍君,40001,"(1080,)","(2,)","(-356,)",,2,,1004,,,
,1080,…………,"(40001,)",玩家,-1,"(1081,)","(2,)","(-309,)",,2,,1004,,,
,1081,殿下早就知道了？,"(40001,)",玩家,-1,"(1082,)","(2,)","(-309,)",,2,,1004,,,
,1082,知道什么？,"(40001,)",长雍君,40001,"(1083,)","(2,)","(-356,)",,2,,1004,,,
,1083,……有惊无险！,"(40001,)",玩家,-1,"(1084,)","(2,)","(-309,)",,2,,1004,,,
,1084,自然。,"(40001,)",长雍君,40001,"(1085,)","(2,)","(-356,)",,2,,1004,,,
,1085,那为何不告知于我！我都快被吓死了！,"(40001,)",玩家,-1,"(1086,)","(2,)","(-309,)",,2,,1004,,,
,1086,……,"(40001,)",长雍君,40001,"(1087,)","(2,)","(-356,)",,2,,1004,,,
,1087,天机不可泄露，若是告知于你，接下来你会发生什么便无法再预知了。,"(40001,)",长雍君,40001,"(1088,)","(2,)","(-356,)",,2,,1004,,,
,1088,与此相比，还是有惊无险的好。,"(40001,)",长雍君,40001,"(1089,)","(2,)","(-356,)",,2,,1004,,,
,1089,……多谢殿下……,"(40001,)",玩家,-1,"(1090,)","(2,)","(-309,)",,2,,1004,,,
,1090,之前你所说之事可有眉目了？,"(40001,)",长雍君,40001,"(1091,)","(2,)","(-356,)",,2,,1004,,,
,1091,有……总是找不到合适的素材。,"(40001,)",玩家,-1,"(1092,)","(2,)","(-309,)",,2,,1004,,,
,1092,整个观星台密库之内皆无可用之物？,"(40001,)",长雍君,40001,"(1093,)","(2,)","(-356,)",,2,,1004,,,
,1093,密库之中的东西太过贵重……这东西一件两件的并不难做。,"(40001,)",玩家,-1,"(1094,)","(2,)","(-309,)",,2,,1004,,,
,1094,殿下与我说的是之前在古籍中看到的软猬甲的制作方法。,"(40001,)",旁白,0,"(1095,)","(2,)","(-356,)",,2,,1004,,,
,1095,我之前夸下海口说可以量产，殿下便应允我可以动用密库寻找一些能够代替那些金贵玩意儿的东西。,"(40001,)",旁白,0,"(1096,)","(2,)","(-356,)",,2,,1004,,,
,1096,也是，是本座心急了。,"(40001,)",长雍君,40001,"(1097,)","(2,)","(-356,)",,2,,1004,,,
,1097,今日你受了惊吓，便回去歇息吧，不必再当值了。,"(40001,)",长雍君,40001,"(1098,)","(2,)","(-356,)",,2,,1004,,,
,1098,多谢殿下！我就不打扰殿下了。,"(40001,)",玩家,-1,"(1099,)","(2,)","(-309,)",,2,,1004,,,
,1099,去吧。,"(40001,)",长雍君,40001,"(1100,)","(2,)","(-356,)",,2,,1004,,,
,1100,殿下，属下失察。南学士这……,"(40001,40014,)",北斗,40014,"(1101,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1101,无妨。,"(40001,40014,)",长雍君,40001,"(1102,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1102,若是她听到了，会不会对殿下不利？,"(40001,40014,)",北斗,40014,"(1103,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1103,听到又如何，没听到又如何？,"(40001,40014,)",长雍君,40001,"(1104,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1104,她是个聪明的人。,"(40001,40014,)",长雍君,40001,"(1105,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1105,……,"(40001,40014,)",北斗,40014,"(1106,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1106,……是。,"(40001,40014,)",北斗,40014,,"(1,3,)","(-356,-356,)",,2,,1004,,,
,1107,何事寻我？,"(40001,)",长雍君,40001,"(1108,)","(2,)","(-356,)",,2,,1004,,,
,1108,殿下，软猬甲的已有些眉目了。,"(40001,)",玩家,-1,"(1109,)","(2,)","(-309,)",,2,,1004,,,
,1109,只是这宫中素材着实太少，可否容我去一趟苏州？,"(40001,)",玩家,-1,"(1110,)","(2,)","(-309,)",,2,,1004,,,
,1110,苏州？,"(40001,)",长雍君,40001,"(1111,)","(2,)","(-356,)",,2,,1004,,,
,1111,正是，苏州是产丝之处，或许能寻到一二眉目。,"(40001,)",玩家,-1,"(1112,)","(2,)","(-309,)",,2,,1004,,,
,1112,既然如此，想去便去吧。,"(40001,)",长雍君,40001,"(1113,)","(2,)","(-356,)",,2,,1004,,,
,1113,昨日之星象，原来指的是你。,"(40001,)",长雍君,40001,"(1114,)","(2,)","(-356,)",,2,,1004,,,
,1114,哦？殿下看出来了？我可是今早才想着要去苏州看看的，昨日星象便有体现了？,"(40001,)",玩家,-1,"(1115,)","(2,)","(-309,)",,2,,1004,,,
,1115,自然。万物冥冥中皆有定数。,"(40001,)",长雍君,40001,"(1116,)","(2,)","(-356,)",,2,,1004,,,
,1116,此去多水路，让七杀陪着你去吧。,"(40001,)",长雍君,40001,"(1117,)","(2,)","(-356,)",,2,,1004,,,
,1117,我好奇的看了看他。,"(40001,)",旁白,0,"(1118,)","(2,)","(-356,)",,2,,1004,,,
,1118,七杀是观星台的侍卫长之一，性格冷厉嗜杀，我不怎么喜欢他。,"(40001,)",旁白,0,"(1119,)","(2,)","(-356,)",,2,,1004,,,
,1119,七杀看人的眼光跟一条蛇盯着一只老鼠的时候的无什区别。,"(40001,)",旁白,0,"(1120,)","(2,)","(-356,)",,2,,1004,,,
,1120,为何会将七杀派与我？,"(40001,)",旁白,0,"(1121,)","(2,)","(-356,)",,2,,1004,,,
,1121,殿下又看出了什么？,"(40001,)",玩家,0,"(1122,)","(2,)","(-309,)",,2,,1004,,,
,1122,长雍君看着我，并没有回答我，只是露出了一丝淡淡的笑意。,"(40001,)",旁白,0,"(1123,)","(2,)","(-356,)",,2,,1004,,,
,1123,……,"(40001,)",玩家,-1,"(1124,)","(2,)","(-309,)",,2,,1004,,,
,1124,好吧好吧，佛曰不可说。,"(40001,)",玩家,-1,"(1125,)","(2,)","(-309,)",,2,,1004,,,
,1125,他赞许的点了点头，不再与我说什么，转身离去。,"(40001,)",旁白,0,"(1126,)","(2,)","(-356,)",,2,,1004,,,
,1126,见他离去，我唇边的笑容淡了下来。,"(40001,)",旁白,0,"(1127,)","(2,)","(-356,)",,2,,1004,,,
,1127,自上次听见不该听的东西之后，我让带回家中的口信如石沉大海，迟迟未有回复。,"(40001,)",旁白,0,"(1128,)","(2,)","(-356,)",,2,,1004,,,
,1128,我心知应该是殿下扣下了消息。,"(40001,)",旁白,0,"(1129,)","(2,)","(-356,)",,2,,1004,,,
,1129,我不知道殿下为何要将我扣于观星台，却只能走一步算一步了。,"(40001,)",旁白,0,,"(2,)","(-356,)",,2,,1004,,,
,1130,青湖，收拾一下，我们要前往苏州。,"(40021,)",玩家,-1,"(1131,)","(2,)","(-309,)",,2,,1004,,,
,1131,苏州？小姐为何要去苏州？,"(40021,)",青湖,40021,"(1132,)","(2,)","(-309,)",,2,,1004,,,
,1132,听说苏州丝尤为出名，我去那处看看有没有我需要的东西。,"(40021,)",玩家,-1,"(1133,)","(2,)","(-309,)",,2,,1004,,,
,1133,殿下还让我带些丝绸回来呢。,"(40021,)",玩家,-1,"(1134,)","(2,)","(-309,)",,2,,1004,,,
,1134,哎哎哎？国师大人同意了？,"(40021,)",青湖,40021,"(1135,)","(2,)","(-309,)",,2,,1004,,,
,1135,自然。,"(40021,)",玩家,-1,"(1136,)","(2,)","(-309,)",,2,,1004,,,
,1136,听闻苏州有许多好吃的东西！粽子糖！小方糕！,"(40021,)",青湖,40021,"(1137,)","(2,)","(-309,)",,2,,1004,,,
,1137,苏州的焖肉面据说也很好吃！,"(40021,)",青湖,40021,"(1138,)","(2,)","(-309,)",,2,,1004,,,
,1138,行，到了苏州我们便去将这几样一一尝过。,"(40021,)",玩家,-1,"(1139,)","(2,)","(-309,)",,2,,1004,,,
,1139,小姐最棒了！,"(40021,)",青湖,40021,"(1140,)","(2,)","(-309,)",,2,,1004,,,
,1140,见过大小姐。,"(40008,)",承影,40021,"(1141,)","(2,)","(-356,)",,2,,1004,,,
,1141,承影？,"(40008,)",玩家,-1,"(1142,)","(2,)","(-309,)",,2,,1004,,,
,1142,我连忙左右望了望，见没有人才放下心来。,"(40021,)",旁白,0,"(1143,)","(2,)","(-356,)",,2,,1004,,,
,1143,你怎么来了？,"(40021,)",玩家,-1,"(1144,)","(2,)","(-309,)",,2,,1004,,,
,1144,小姐一月未有消息，主人心切，特令我来观星台一探虚实。,"(40008,)",承影,40008,"(1145,)","(2,)","(-356,)",,2,,1004,,,
,1145,闲话不多说，我无恙。,"(40021,)",玩家,-1,"(1146,)","(2,)","(-309,)",,2,,1004,,,
,1146,只是深宫莫测，还请我爹赶紧把我弄出去。,"(40021,)",玩家,-1,"(1147,)","(2,)","(-309,)",,2,,1004,,,
,1147,再待久一些，怕是要出事。,"(40021,)",玩家,-1,"(1148,)","(2,)","(-309,)",,2,,1004,,,
,1148,是。,"(40008,)",承影,40008,"(1149,)","(2,)","(-356,)",,2,,1004,,,
,1149,你快走，莫让人发现了！,"(40021,)",玩家,-1,"(1150,)","(2,)","(-309,)",,2,,1004,,,
,1150,谁在那里鬼鬼祟祟的！,"(40008,40030,)",七杀,40030,"(1151,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1151,……,"(40008,40030,)",承影,40008,"(1152,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1152,还不快走？,"(40021,)",玩家,-1,"(1153,)","(2,)","(-309,)",,2,,1004,,,
,1153,是。,"(40008,)",承影,40008,,"(2,)","(-356,)",,2,,1004,,,
,1154,原来是南学士。,"(40030,)",七杀,40030,"(1155,)","(2,)","(-356,)",,2,,1004,,,
,1155,七杀罢手，一双微微下垂的眼中满怀着令人毛骨悚然的恶意。,"(40030,)",七杀,40030,"(1156,)","(2,)","(-356,)",,2,,1004,,,
,1156,七杀怎得上来便要动手？,"(40030,)",玩家,-1,"(1157,)","(2,)","(-309,)",,2,,1004,,,
,1157,啧，一时没看清是南学士。,"(40030,)",七杀,40030,"(1158,)","(2,)","(-356,)",,2,,1004,,,
,1158,南学士方才在与谁说话？,"(40030,)",七杀,40030,"(1159,)","(2,)","(-356,)",,2,,1004,,,
,1159,只是一个普通侍卫罢了。,"(40030,)",玩家,-1,"(1160,)","(2,)","(-309,)",,2,,1004,,,
,1160,哦？只是一个普通的侍卫？,"(40030,)",七杀,40030,"(1161,)","(2,)","(-356,)",,2,,1004,,,
,1161,自然，那人拾到了我的耳环，交还于我罢了。,"(40030,)",玩家,-1,"(1162,)","(2,)","(-309,)",,2,,1004,,,
,1162,原来如此。,"(40030,)",七杀,40030,"(1163,)","(2,)","(-356,)",,2,,1004,,,
,1163,七杀怎得有空往我这处来？,"(40030,)",玩家,-1,"(1164,)","(2,)","(-309,)",,2,,1004,,,
,1164,七杀的眼睛动了动，满怀恶意的盯着我看。\n就像是被一条蛇盯上了一般，冰冷而又黏腻。,"(40030,)",七杀,40030,"(1165,)","(2,)","(-356,)",,2,,1004,,,
,1165,殿下命我贴身保护于你——寸步不离。,"(40030,)",七杀,40030,"(1166,)","(2,)","(-356,)",,2,,1004,,,
,1166,男女有别，殿下怎会令你寸步不离呢？,"(40030,)",玩家,-1,"(1167,)","(2,)","(-309,)",,2,,1004,,,
,1167,这就要问殿下了……,"(40030,)",七杀,40030,"(1168,)","(2,)","(-356,)",,2,,1004,,,
,1168,南学士，我劝你乖一些，我可没有北斗那么好说话。,"(40030,)",七杀,40030,"(1169,)","(2,)","(-356,)",,2,,1004,,,
,1169,是，多谢您提醒。,"(40030,)",玩家,-1,"(1170,)","(2,)","(-309,)",,2,,1004,,,
,1170,啧，稍后殿下会下手令，令你家中派人打点随行。南学士若是心中已有人选，不妨直接告诉我。,"(40030,)",七杀,40030,"(1171,)","(2,)","(-356,)",,2,,1004,,,
,1171,既然如此，我一会儿拟张单子给您。,"(40030,)",玩家,-1,"(1172,)","(2,)","(-309,)",,2,,1004,,,
,1172,……,"(40030,)",七杀,40030,"(1173,)","(2,)","(-356,)",,2,,1004,,,
,1173,喂。,"(40030,)",七杀,40030,"(1174,)","(2,)","(-356,)",,2,,1004,,,
,1174,恩？,"(40030,)",玩家,-1,"(1175,)","(2,)","(-309,)",,2,,1004,,,
,1175,你该不会是……被我吓破胆了吧？,"(40030,)",七杀,40030,"(1176,)","(2,)","(-356,)",,2,,1004,,,
,1176,一口一个‘您’，听得人真是……十分不悦。,"(40030,)",七杀,40030,"(1177,)","(2,)","(-356,)",,2,,1004,,,
,1177,我看着七杀那张因为恼怒而显得十分阴冷的脸，忍不住露出了一个温和端庄得宛若宫中教条中最标准的笑容。,"(40030,)",旁白,0,"(1178,)","(2,)","(-356,)",,2,,1004,,,
,1178,您多虑了，我一介女子，岂敢与七杀大人置气。,"(40030,)",旁白,0,"(1179,)","(2,)","(-356,)",,2,,1004,,,
,1179,连‘大人’都喊上了？果然是吓破胆了。,"(40030,)",七杀,40030,"(1180,)","(2,)","(-356,)",,2,,1004,,,
,1180,无趣至极。,"(40030,)",七杀,40030,"(1181,)","(2,)","(-356,)",,2,,1004,,,
,1181,说罢，他不再看我，转身离去了。,"(40030,)",旁白,0,"(1182,)","(2,)","(-356,)",,2,,1004,,,
,1182,我松了一口气，那日……怕是殿下已经知道我听到了。,"(40030,)",旁白,0,,"(2,)","(-356,)",,2,,1004,,,
,1183,青湖，将这张单子交给七杀。,"(40021,)",玩家,-1,"(1184,)","(2,)","(-309,)",,2,,1004,,,
,1184,承影……青湖……这是随行的单子？,"(40021,)",青湖,40021,"(1185,)","(2,)","(-309,)",,2,,1004,,,
,1185,正是。,"(40021,)",玩家,-1,"(1186,)","(2,)","(-309,)",,2,,1004,,,
,1186,都是我们家的人！,"(40021,)",青湖,40021,"(1187,)","(2,)","(-309,)",,2,,1004,,,
,1187,恩……殿下方批的手令，允我从家中带人一路打点随行。,"(40021,)",玩家,-1,"(1188,)","(2,)","(-309,)",,2,,1004,,,
,1188,你将他交给七杀，剩下的我爹自然会懂。,"(40021,)",玩家,-1,"(1189,)","(2,)","(-309,)",,2,,1004,,,
,1189,是，小姐。我这就去。,"(40021,)",青湖,40021,"(1190,)","(2,)","(-309,)",,2,,1004,,,
,1190,准备行李，尽快前往苏州吧。,"(40021,)",玩家,-1,,"(2,)","(-309,)",,2,,1004,,,
,1191,小姐，这苏州城果然如同传说中一般是个人杰地灵之所。,"(40021,)",青湖,40021,"(1192,)","(2,)","(-309,)",,2,,1004,,,
,1192,姑苏城屹立千年不倒，自然有他的妙处。,"(40021,)",青湖,40021,"(1193,)","(2,)","(-309,)",,2,,1004,,,
,1193,大小姐想寻找的东西属下已经……,"(40008,)",承影,40008,"(1194,)","(2,)","(-309,)",,2,,1004,,,
,1194,不，我不找。,"(40008,)",玩家,-1,"(1195,)","(2,)","(-309,)",,2,,1004,,,
,1195,承影，你可领会到我的意思？,"(40008,)",玩家,-1,"(1196,)","(2,)","(-309,)",,2,,1004,,,
,1196,还请大小姐明示。,"(40008,)",承影,40008,"(1197,)","(2,)","(-356,)",,2,,1004,,,
,1197,这次我出来，能躲多久就多久，少待一天宫中便少待一天。,"(40008,)",玩家,-1,"(1198,)","(2,)","(-309,)",,2,,1004,,,
,1198,若是能在苏州就等到家中消息那是最好，若是不能，也至少让我在外面过几天安生日子。,"(40008,)",玩家,-1,"(1199,)","(2,)","(-309,)",,2,,1004,,,
,1199,事已至此？,"(40008,)",承影,40008,"(1200,)","(2,)","(-356,)",,2,,1004,,,
,1200,……不然我何至于要来苏州？,"(40008,)",玩家,-1,"(1201,)","(2,)","(-309,)",,2,,1004,,,
,1201,我怕是听到什么不该听的，又让殿下给知道了……,"(40008,)",玩家,-1,"(1202,)","(2,)","(-309,)",,2,,1004,,,
,1202,南学士听到了什么不该听的？不妨说出来叫我听听？,"(40030,)",七杀,40030,"(1203,)","(2,)","(-356,)",,2,,1004,,,
,1203,七杀大人，您来了？,"(40030,)",玩家,-1,"(1204,)","(2,)","(-309,)",,2,,1004,,,
,1204,南学士听到什么了？,"(40030,)",七杀,40030,"(1205,)","(2,)","(-356,)",,2,,1004,,,
,1205,一些无关紧要之事。,"(40030,)",玩家,-1,"(1206,)","(2,)","(-309,)",,2,,1004,,,
,1206,自然是荀德妃之事。,"(40030,)",玩家,-1,"(1207,)","(2,)","(-309,)",,2,,1004,,,
,1207,这与大人无关吧？,"(40030,)",玩家,-1,"(1208,)","(2,)","(-309,)",,2,,1004,,,
,1208,什么无关紧要之事也能劳动南学士如惊弓之鸟一般？,"(40030,)",七杀,40030,"(1209,)","(2,)","(-356,)",,2,,1004,,,
,1209,德妃？,"(40030,)",七杀,40030,"(1210,)","(2,)","(-356,)",,2,,1004,,,
